name,platform,coop_players,has_pvp,year,genre,free2play,url
Watch Dogs First Edition,PC,,Yes,2002,Casual;Party,No,https://example.com/games/watch-dogs-first-edition
CSR Racing Omega Edition 4,PC;PS5;Xbox,6,No,2010,Casual;Party,Yes,https://example.com/games/csr-racing-omega-edition-4
Crash Team Racing Omega Edition 4,PC;PS4;Xbox,2,No,2003,Tactical;Shooter,No,https://example.com/games/crash-team-racing-omega-edition-4
Left 4 Dead Limited Edition,PC;PS5;Xbox,4,No,2001,Puzzle;Adventure,No,https://example.com/games/left-4-dead-limited-edition
Townscaper Complete Edition,PC;PS5;Xbox,Many,No,2009,Shooter;RPG,No,https://example.com/games/townscaper-complete-edition
Skul Physical Edition,PC;Xbox,,Yes,2026,Sandbox,No,https://example.com/games/skul-physical-edition
Star Citizen 5,PC;PS4;Xbox,2,Yes,2009,Grand Strategy;Strategy,No,https://example.com/games/star-citizen-5
Arena of Valor Limited Edition,PC;PS5,6,Yes,2009,Party;Action,Yes,https://example.com/games/arena-of-valor-limited-edition
Etrian Odyssey Complete Edition,PC;Switch,8,No,2013,Action;Adventure,No,https://example.com/games/etrian-odyssey-complete-edition
Spintires 5,PC;PS4;Xbox,,No,2012,Racing,Yes,https://example.com/games/spintires-5
Zill O'll Alpha Edition,PC,,No,2019,Racing,No,https://example.com/games/zill-o-ll-alpha-edition
Dead by Daylight Collector's Edition,PC;PS5;Xbox,6,No,2016,Survival;Horror,No,https://example.com/games/dead-by-daylight-collector-s-edition
Unravel Collector's Edition,PC,,No,2013,Survival;Horror,No,https://example.com/games/unravel-collector-s-edition
Gundam Wing Battle Anniversary Edition,PS5;Xbox,3,No,2021,Party;Action,Yes,https://example.com/games/gundam-wing-battle-anniversary-edition
Blazing Souls Omega Edition,Xbox,,Yes,2013,Survival;Horror,Yes,https://example.com/games/blazing-souls-omega-edition
Offworld Trading Company 3,PC;PS5;Xbox,3,No,2000,Strategy;RTS,No,https://example.com/games/offworld-trading-company-3
Hyrule Warriors Ultimate Edition,PC;PS5;Xbox,3,No,2005,Puzzle;Adventure,No,https://example.com/games/hyrule-warriors-ultimate-edition
Mordheim Omega Edition 3,PC;Switch,2,Yes,2022,Grand Strategy;Strategy,No,https://example.com/games/mordheim-omega-edition-3
Game of Thrones Conquest Collector's Edition,PC;PS5;Xbox,,Yes,2021,Sandbox,No,https://example.com/games/game-of-thrones-conquest-collector-s-edition
Digital Devil Saga Legendary Edition,PC;PS5,3,Yes,2026,Tactical;Shooter,No,https://example.com/games/digital-devil-saga-legendary-edition
Binding of Isaac Anniversary Edition,PC,Many,Yes,2006,Sports,No,https://example.com/games/binding-of-isaac-anniversary-edition
Everspace 2 Premium Edition,PC;PS5;Xbox,,Yes,2025,Tactical;Shooter,No,https://example.com/games/everspace-2-premium-edition
Days Gone 4,PC;PS4;Xbox,3,Yes,2001,MOBA;Strategy,No,https://example.com/games/days-gone-4
Phoenix Point Deluxe Edition,PC;PS5;Xbox;Switch,4,No,2004,Simulation,No,https://example.com/games/phoenix-point-deluxe-edition
Crosscode 2,PC;PS4;Xbox;Switch,,Yes,2017,Survival;Sandbox,No,https://example.com/games/crosscode-2
Infamous Omega Edition 3,PC,3,No,2024,MOBA;Strategy,No,https://example.com/games/infamous-omega-edition-3
Moving Out Omega Edition 4,PC,,Yes,2012,Strategy;RTS,No,https://example.com/games/moving-out-omega-edition-4
Gundam Seed Destiny Game of the Year Edition,PC;PS4;Xbox,3,No,2004,Battle Royale;Shooter,No,https://example.com/games/gundam-seed-destiny-game-of-the-year-edition
Fallout Shelter Omega Edition 5,PC;PS4;Xbox,4,No,2014,Racing,No,https://example.com/games/fallout-shelter-omega-edition-5
Ronduine Deluxe Edition,PC;Switch,,No,2025,Strategy;Turn-Based,No,https://example.com/games/ronduine-deluxe-edition
Phoenix Point Remastered,PC;PS5;Xbox,,No,2017,Shooter;Action,No,https://example.com/games/phoenix-point-remastered
Tell Me Why Omega Edition 2,PC;PS5,4,No,2003,Sports,No,https://example.com/games/tell-me-why-omega-edition-2
Goblin Slayer Omega Edition 3,PS5;Xbox,,No,2003,Survival;Sandbox,No,https://example.com/games/goblin-slayer-omega-edition-3
Jackbox Collector's Edition,PC;PS4;Xbox;Switch,8,No,2010,Shooter;RPG,No,https://example.com/games/jackbox-collector-s-edition
Sly Cooper Omega Edition 3,PC;PS4;Xbox,2,Yes,2020,Sports,No,https://example.com/games/sly-cooper-omega-edition-3
New World Premium Edition,PC;Xbox,,No,2000,Sandbox,No,https://example.com/games/new-world-premium-edition
Gundam Seed Battle Assault 7 Anniversary Edition,PC,,No,2011,Racing,No,https://example.com/games/gundam-seed-battle-assault-7-anniversary-edition
Endless Space Premium Edition,PC;PS4;Xbox;Switch,,No,2001,MOBA;Strategy,Yes,https://example.com/games/endless-space-premium-edition
Boomerang Fu Omega Edition 2,PC;PS5;Xbox,,Yes,2001,4X;Strategy,No,https://example.com/games/boomerang-fu-omega-edition-2
Gris 3,PC;Switch,,No,2000,Survival;Horror,No,https://example.com/games/gris-3
XCOM Remake,PC;PS5;Xbox;Switch,2,Yes,2016,Strategy;Turn-Based,No,https://example.com/games/xcom-remake
Gloomhaven 4,PC;Xbox,,Yes,2007,Survival;Horror,No,https://example.com/games/gloomhaven-4
Motorstorm Remake,PC;PS5,6,Yes,2021,Simulation;Sandbox,No,https://example.com/games/motorstorm-remake
War Front Omega Edition 3,PC;Xbox,2,No,2013,Casual;Party,Yes,https://example.com/games/war-front-omega-edition-3
Front Mission 3 Complete Edition,PC;PS4;Xbox;Switch,,No,2022,Simulation;Sandbox,No,https://example.com/games/front-mission-3-complete-edition
Sons of the Forest Ultimate Edition,PS5;Xbox,,No,2017,Simulation,No,https://example.com/games/sons-of-the-forest-ultimate-edition
Live a Live Omega Edition 2,PS5;Xbox,Many,No,2005,RPG;Action,Yes,https://example.com/games/live-a-live-omega-edition-2
The Cursed Island Digital Edition,PC;PS5;Xbox;Switch,,No,2002,Simulation;Sandbox,No,https://example.com/games/the-cursed-island-digital-edition
The Crew Beta Edition,PS5;Xbox,,No,2022,Casual;Party,No,https://example.com/games/the-crew-beta-edition
Surviving Mars First Edition,PC;PS5,4,Yes,2025,Action;Platformer,No,https://example.com/games/surviving-mars-first-edition
Tunic Complete Edition,PC;Xbox,3,No,2018,Party;Action,Yes,https://example.com/games/tunic-complete-edition
BioShock Enhanced Edition,PC;Xbox,,No,2010,4X;Strategy,No,https://example.com/games/bioshock-enhanced-edition
Tales of Phantasia Omega Edition 4,PC;PS4;Xbox;Switch,4,No,2019,RPG;Action,No,https://example.com/games/tales-of-phantasia-omega-edition-4
Spelunky Special Edition,PC;PS4;Xbox,4,Yes,2020,RPG;Action,No,https://example.com/games/spelunky-special-edition
Fallout Shelter Collector's Edition,Xbox,Many,Yes,2025,Tactical;Shooter,No,https://example.com/games/fallout-shelter-collector-s-edition
Chrono Cross Omega Edition,PC;PS5,,No,2010,Shooter;RPG,Yes,https://example.com/games/chrono-cross-omega-edition
StarCraft Beta Edition,PC;PS4;Xbox,2,No,2022,Simulation;Sandbox,Yes,https://example.com/games/starcraft-beta-edition
Human Fall Flat Omega Edition 2,PC,8,No,2021,Sandbox,No,https://example.com/games/human-fall-flat-omega-edition-2
Gundam Battle Operation Standard Edition,PC;PS5,2,No,2003,Grand Strategy;Strategy,No,https://example.com/games/gundam-battle-operation-standard-edition
Hold Your Own Final Edition,PC;Switch,3,No,2006,RPG;Action,No,https://example.com/games/hold-your-own-final-edition
Battletech Omega Edition,PS5;Xbox,6,No,2020,Sports,Yes,https://example.com/games/battletech-omega-edition
Lost Ark Game of the Year Edition,PS5;Xbox,,No,2012,Puzzle;Adventure,Yes,https://example.com/games/lost-ark-game-of-the-year-edition
Valheim Digital Edition,PC;Switch,,Yes,2026,Action;Platformer,No,https://example.com/games/valheim-digital-edition
War Front 5,PC;PS5,4,Yes,2017,Strategy;RTS,Yes,https://example.com/games/war-front-5
Empire Earth Ultimate Edition,PC;PS5;Xbox,8,No,2003,Survival;Horror,No,https://example.com/games/empire-earth-ultimate-edition
Rocket League Omega Edition 2,Xbox,4,No,2015,4X;Strategy,No,https://example.com/games/rocket-league-omega-edition-2
Griftlands Legendary Edition,PC;Switch,4,Yes,2021,Party;Action,No,https://example.com/games/griftlands-legendary-edition
Gundam Seed Battle Premium Edition,PC;PS4;Xbox,,Yes,2019,Puzzle;Adventure,No,https://example.com/games/gundam-seed-battle-premium-edition
Metal Gear Remake,PC;Xbox,,Yes,2012,Simulation;Sandbox,No,https://example.com/games/metal-gear-remake
Tales of Berseria Legendary Edition,PC;PS5;Xbox;Switch,Many,Yes,2023,Survival;Sandbox,No,https://example.com/games/tales-of-berseria-legendary-edition
Iron Harvest 4,PC;PS4;Xbox,2,Yes,2014,4X;Strategy,Yes,https://example.com/games/iron-harvest-4
Shin Megami Tensei Alpha Edition,PC;PS5;Xbox,6,Yes,2017,MOBA;Strategy,No,https://example.com/games/shin-megami-tensei-alpha-edition
The Cursed Island Beta Edition,PC;PS4;Xbox,,No,2012,Action;Adventure,No,https://example.com/games/the-cursed-island-beta-edition
Mudrunner Digital Edition,PC;PS4;Xbox;Switch,,Yes,2004,Sandbox,No,https://example.com/games/mudrunner-digital-edition
Jackbox Special Edition,PC;PS5,,No,2011,Shooter;RPG,No,https://example.com/games/jackbox-special-edition
BioShock Special Edition,PC;PS5;Xbox;Switch,4,Yes,2009,RPG;Action,No,https://example.com/games/bioshock-special-edition
Ronduine Final Edition,PC;Switch,2,Yes,2021,Shooter;RPG,Yes,https://example.com/games/ronduine-final-edition
Legends of Runeterra Standard Edition,PC;PS5;Xbox;Switch,2,No,2006,Party;Action,Yes,https://example.com/games/legends-of-runeterra-standard-edition
Wartales Ultimate Edition,PC;Xbox,,No,2006,Sports,No,https://example.com/games/wartales-ultimate-edition
Phoenix Point Omega Edition 5,PC;Switch,4,No,2000,Shooter;Action,No,https://example.com/games/phoenix-point-omega-edition-5
Hearts of Iron Definitive Edition,PC;PS4;Xbox,,No,2005,Survival;Sandbox,Yes,https://example.com/games/hearts-of-iron-definitive-edition
Deliver Us Moon First Edition,PC;PS4;Xbox;Switch,3,No,2007,Survival;Horror,Yes,https://example.com/games/deliver-us-moon-first-edition
Frostpunk Final Edition,PC;Xbox,2,No,2012,MOBA;Strategy,No,https://example.com/games/frostpunk-final-edition
Astral Chain Omega Edition,PC;Switch,3,No,2009,Action;Platformer,No,https://example.com/games/astral-chain-omega-edition
Rainbow Six,PC;PS4;Xbox;Switch,,Yes,2006,Tactical;Shooter,No,https://example.com/games/rainbow-six
Evolve 4,PS5;Xbox,4,No,2009,Racing,Yes,https://example.com/games/evolve-4
Marvel's Midnight Suns Omega Edition,PC;Switch,2,No,2007,Party;Action,No,https://example.com/games/marvel-s-midnight-suns-omega-edition
Destiny Omega Edition 5,PC;PS4;Xbox;Switch,4,Yes,2020,Party;Action,Yes,https://example.com/games/destiny-omega-edition-5
Her Story Alpha Edition,PC;PS4;Xbox;Switch,,Yes,2013,Puzzle;Adventure,No,https://example.com/games/her-story-alpha-edition
Sons of the Forest Premium Edition,PC;PS5;Xbox,,Yes,2025,Racing,Yes,https://example.com/games/sons-of-the-forest-premium-edition
Blitzkrieg Omega Edition 4,PC,6,Yes,2023,Battle Royale;Shooter,No,https://example.com/games/blitzkrieg-omega-edition-4
Captain of Industry Omega Edition 4,Xbox,2,Yes,2013,Survival;Horror,No,https://example.com/games/captain-of-industry-omega-edition-4
SaGa Deluxe Edition,PC;PS4;Xbox,,Yes,2023,4X;Strategy,No,https://example.com/games/saga-deluxe-edition
Dorfromantik Omega Edition 3,Xbox,4,No,2025,Racing,No,https://example.com/games/dorfromantik-omega-edition-3
Gundam Seed Battle Assault 4 Omega Edition,PC;PS4;Xbox;Switch,8,Yes,2014,Tactical;Shooter,Yes,https://example.com/games/gundam-seed-battle-assault-4-omega-edition
Hades Premium Edition,PC;PS4;Xbox;Switch,,Yes,2009,Puzzle;Adventure,No,https://example.com/games/hades-premium-edition
Phasmophobia Limited Edition,PC;Switch,,Yes,2019,Strategy;Turn-Based,No,https://example.com/games/phasmophobia-limited-edition
Front Mission Omega Edition 2,Xbox,8,Yes,2001,Puzzle;Adventure,Yes,https://example.com/games/front-mission-omega-edition-2
Monster Train Collector's Edition,PC;PS4;Xbox;Switch,,Yes,2005,Action;Platformer,No,https://example.com/games/monster-train-collector-s-edition
Hollow Knight First Edition,PC;Switch,Many,No,2026,4X;Strategy,No,https://example.com/games/hollow-knight-first-edition
Just Cause Enhanced Edition,PC;PS5;Xbox;Switch,,Yes,2017,MOBA;Strategy,No,https://example.com/games/just-cause-enhanced-edition
Dr Mario Physical Edition,PC;Switch,4,No,2011,Puzzle;Adventure,No,https://example.com/games/dr-mario-physical-edition
Binding of Isaac 4,PS5;Xbox,4,Yes,2010,Sandbox,No,https://example.com/games/binding-of-isaac-4
Muramasa Legendary Edition,PC;Switch,Many,Yes,2014,Racing,Yes,https://example.com/games/muramasa-legendary-edition
Bleach Definitive Edition,PC;PS5;Xbox;Switch,3,No,2024,Party;Action,No,https://example.com/games/bleach-definitive-edition
RimWorld Remastered,PC;PS5;Xbox,4,Yes,2021,Casual;Party,Yes,https://example.com/games/rimworld-remastered
Aven Colony Omega Edition 2,PC;Xbox,,No,2009,Simulation,No,https://example.com/games/aven-colony-omega-edition-2
SD Gundam Digital Edition,PC;PS4;Xbox;Switch,,No,2010,4X;Strategy,No,https://example.com/games/sd-gundam-digital-edition
Gundam Versus Omega Edition 5,PC,,Yes,2013,Simulation,No,https://example.com/games/gundam-versus-omega-edition-5
Overcooked Omega Edition,PC;PS4;Xbox,Many,No,2020,Action;Adventure,Yes,https://example.com/games/overcooked-omega-edition
Counter-Strike Remastered,PS5;Xbox,2,Yes,2020,Racing,No,https://example.com/games/counter-strike-remastered
They Are Billions Standard Edition,PC;PS4;Xbox,4,No,2023,Strategy;RTS,No,https://example.com/games/they-are-billions-standard-edition
Endless Legend Game of the Year Edition,PC;PS5;Xbox,6,Yes,2018,Simulation,Yes,https://example.com/games/endless-legend-game-of-the-year-edition
Clash of Kings Digital Edition,PC;PS5;Xbox,,Yes,2007,RPG;Action,No,https://example.com/games/clash-of-kings-digital-edition
Bread and Fred Standard Edition,PC;PS4;Xbox,4,Yes,2022,Battle Royale;Shooter,Yes,https://example.com/games/bread-and-fred-standard-edition
Cloudpunk Game of the Year Edition,PS5;Xbox,,No,2009,Survival;Sandbox,No,https://example.com/games/cloudpunk-game-of-the-year-edition
Farmville Limited Edition,PC;PS5,8,No,2014,MOBA;Strategy,Yes,https://example.com/games/farmville-limited-edition
Warhammer Premium Edition,Xbox,Many,No,2012,Puzzle;Adventure,No,https://example.com/games/warhammer-premium-edition
Tropico Premium Edition,PC;PS4;Xbox,Many,Yes,2017,Tactical;Shooter,Yes,https://example.com/games/tropico-premium-edition
Zero Escape Definitive Edition,PC,,No,2021,MOBA;Strategy,No,https://example.com/games/zero-escape-definitive-edition
Bulletstorm Remake,PC;PS4;Xbox,,Yes,2025,Action;Platformer,No,https://example.com/games/bulletstorm-remake
Minecraft Omega Edition,PS5;Xbox,,No,2025,Simulation;Sandbox,No,https://example.com/games/minecraft-omega-edition
Satisfactory Omega Edition,PC,2,No,2026,Action;Platformer,No,https://example.com/games/satisfactory-omega-edition
Gundam Seed Battle Assault 10 Standard Edition,PC,,No,2025,Strategy;RTS,No,https://example.com/games/gundam-seed-battle-assault-10-standard-edition
XCOM Omega Edition,PC;PS5,2,Yes,2005,Grand Strategy;Strategy,No,https://example.com/games/xcom-omega-edition
Dorfromantik Omega Edition,PC;Xbox,4,No,2007,Survival;Sandbox,No,https://example.com/games/dorfromantik-omega-edition
Dragon Quest Heroes 3,PC,2,Yes,2000,Simulation,No,https://example.com/games/dragon-quest-heroes-3
Monogatari Beta Edition,PC;PS4;Xbox,3,No,2016,Shooter;Action,No,https://example.com/games/monogatari-beta-edition
Reckless Racing Remastered,PC;PS4;Xbox;Switch,,Yes,2002,RPG;Action,No,https://example.com/games/reckless-racing-remastered
Dead Rising Final Edition,PC;PS4;Xbox,,Yes,2012,Action;Platformer,Yes,https://example.com/games/dead-rising-final-edition
Clash Royale Enhanced Edition,Xbox,4,No,2018,Survival;Horror,No,https://example.com/games/clash-royale-enhanced-edition
Dragon's Crown Omega Edition 5,PC;PS4;Xbox,2,No,2003,Survival;Horror,No,https://example.com/games/dragon-s-crown-omega-edition-5
NBA 2K Legendary Edition,PC;PS4;Xbox,4,No,2007,Action;Platformer,Yes,https://example.com/games/nba-2k-legendary-edition
DayZ Final Edition,PC;PS5;Xbox,4,No,2016,Strategy;Turn-Based,No,https://example.com/games/dayz-final-edition
Honkai Star Rail 4,PC;PS4;Xbox;Switch,,Yes,2011,Action;Adventure,No,https://example.com/games/honkai-star-rail-4
CSR Racing Premium Edition,PC;PS5;Xbox,4,No,2021,RPG;Action,No,https://example.com/games/csr-racing-premium-edition
Bad North Game of the Year Edition,PS5;Xbox,,Yes,2019,Simulation;Sandbox,No,https://example.com/games/bad-north-game-of-the-year-edition
Warhammer Fantasy Ultimate Edition,PS5;Xbox,6,No,2019,Shooter;Action,No,https://example.com/games/warhammer-fantasy-ultimate-edition
Deus Ex Remake,PC;PS5;Xbox,3,No,2020,Grand Strategy;Strategy,No,https://example.com/games/deus-ex-remake
Elden Ring 5,PC;Xbox,2,No,2008,RPG;Action,No,https://example.com/games/elden-ring-5
Quake Premium Edition,PC;Xbox,3,No,2009,Survival;Horror,Yes,https://example.com/games/quake-premium-edition
Naruto Ultimate Edition,PC;PS5,,Yes,2020,Strategy;RTS,No,https://example.com/games/naruto-ultimate-edition
Mordheim 5,PC;PS5;Xbox;Switch,,No,2012,Shooter;RPG,Yes,https://example.com/games/mordheim-5
Bayonetta Alpha Edition,PC;Switch,8,No,2022,Action;Platformer,No,https://example.com/games/bayonetta-alpha-edition
0 AD Collector's Edition,PC;PS4;Xbox,,Yes,2023,Casual;Party,No,https://example.com/games/0-ad-collector-s-edition
Dying Light Alpha Edition,PC;PS5;Xbox,8,No,2008,Tactical;Shooter,No,https://example.com/games/dying-light-alpha-edition
Factorio Legendary Edition,PC;PS5;Xbox;Switch,6,Yes,2000,Puzzle;Adventure,No,https://example.com/games/factorio-legendary-edition
Civilization Physical Edition,PC;Xbox,,Yes,2016,Casual;Party,No,https://example.com/games/civilization-physical-edition
Dead Cells Special Edition,PC;PS5;Xbox,4,No,2003,Shooter;RPG,No,https://example.com/games/dead-cells-special-edition
Red Orchestra Omega Edition 3,PC;Switch,,No,2014,Shooter;RPG,No,https://example.com/games/red-orchestra-omega-edition-3
Heretic Ultimate Edition,PC;Switch,Many,Yes,2017,Action;Adventure,Yes,https://example.com/games/heretic-ultimate-edition
